STRATUM,YEAR,SEASON,SVSPP,n_individ,tot_mass,n_station,n_tow,n_individ_PUE,tot_mass_PUE,SCINAME,COMNAME
01260,2010,spring,105,566,164.52599999999998,5,5,113.2,32.905199999999994,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2010,spring,106,55,20.906,5,5,11,4.1812,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2010,spring,107,12,3.96,2,2,6,1.98,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2010,spring,108,1,0.25,1,1,1,0.25,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2010,spring,155,571,21.432000000000002,4,4,142.75,5.3580000000000005,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2010,spring,159,15,0.039,2,2,7.5,0.0195,ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL
01260,2010,spring,161,32,0.365,3,3,10.666666666666666,0.12166666666666666,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
01260,2010,spring,163,2014,487.678,6,6,335.6666666666667,81.27966666666667,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2010,spring,164,34,25.933,5,5,6.8,5.1866,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2010,spring,165,23,0.061,5,5,4.6,0.012199999999999999,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2010,spring,176,4,0.89,1,1,4,0.89,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2010,spring,181,38,0.632,1,1,38,0.632,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01260,2010,spring,182,1,0.005,1,1,1,0.005,LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY
01260,2010,spring,183,1,0.002,1,1,1,0.002,LUMPENUS MACULATUS,DAUBED SHANNY
01260,2010,spring,191,1,0.054,1,1,1,0.054,CRYPTACANTHODES MACULATUS,WRYMOUTH
01260,2010,spring,192,12,16.595,4,4,3,4.14875,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2010,spring,193,64,19.741,6,6,10.666666666666666,3.2901666666666665,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2010,spring,197,2,0.433,2,2,1,0.2165,LOPHIUS AMERICANUS,GOOSEFISH
01260,2010,spring,262,6,0.008,1,1,6,0.008,MELANOSTIGMA ATLANTICUM,ATLANTIC SOFT POUT
01260,2010,spring,301,37,18.98,4,4,9.25,4.745,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2010,spring,305,0,6.683,5,5,0,1.3366,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2010,spring,313,1,0.001,1,1,1,0.001,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01260,2010,spring,317,1,0.004,1,1,1,0.004,MAJIDAE,SPIDER CRAB UNCL
01260,2010,spring,401,169,2.63,1,1,169,2.63,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2010,spring,506,1,0.001,1,1,1,0.001,SEPIOLIDAE,BOBTAIL UNCL
01260,2010,spring,512,1,0.01,1,1,1,0.01,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2010,spring,998,0,15.203,6,6,0,2.5338333333333334,TRASH SPECIES IN CATCH,TRASH
01260,2011,autumn,015,339,601.127,4,4,84.75,150.28175,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2011,autumn,022,10,11.809999999999999,2,2,5,5.904999999999999,DIPTURUS LAEVIS,BARNDOOR SKATE
01260,2011,autumn,023,1,0.732,1,1,1,0.732,LEUCORAJA OCELLATA,WINTER SKATE
01260,2011,autumn,026,2,0.293,1,1,2,0.293,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2011,autumn,027,16,4.129,3,3,5.333333333333333,1.3763333333333332,MALACORAJA SENTA,SMOOTH SKATE
01260,2011,autumn,028,49,20.669,4,4,12.25,5.16725,AMBLYRAJA RADIATA,THORNY SKATE
01260,2011,autumn,032,3946,352.303,3,3,1315.3333333333333,117.43433333333333,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2011,autumn,033,105,9.046,2,2,52.5,4.523,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2011,autumn,034,36,4.041,1,1,36,4.041,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2011,autumn,035,5,0.741,1,1,5,0.741,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2011,autumn,072,1631,144.733,3,3,543.6666666666666,48.24433333333334,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2011,autumn,073,89,128.799,4,4,22.25,32.19975,GADUS MORHUA,ATLANTIC COD
01260,2011,autumn,074,357,254.488,2,2,178.5,127.244,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2011,autumn,075,357,165.91,1,1,357,165.91,POLLACHIUS VIRENS,POLLOCK
01260,2011,autumn,076,11,3.309,3,3,3.6666666666666665,1.103,UROPHYCIS TENUIS,WHITE HAKE
01260,2011,autumn,077,57,15.706,3,3,19,5.235333333333333,UROPHYCIS CHUSS,RED HAKE
01260,2011,autumn,083,5,0.17,2,2,2.5,0.085,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2011,autumn,101,2,2.988,2,2,1,1.494,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01260,2011,autumn,102,1075,98.745,3,3,358.3333333333333,32.915,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2011,autumn,104,53,10.86,3,3,17.666666666666668,3.6199999999999997,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2011,autumn,105,66,23.328,3,3,22,7.776,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2011,autumn,106,112,59.761,4,4,28,14.94025,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2011,autumn,107,31,8.835,2,2,15.5,4.4175,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2011,autumn,108,7,1.672,1,1,7,1.672,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2011,autumn,121,6,0.704,2,2,3,0.352,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01260,2011,autumn,131,1505,28.360000000000003,4,4,376.25,7.090000000000001,PEPRILUS TRIACANTHUS,BUTTERFISH
01260,2011,autumn,155,84,16.018,4,4,21,4.0045,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2011,autumn,161,5,0.067,2,2,2.5,0.0335,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
01260,2011,autumn,163,96,16.995,3,3,32,5.665,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2011,autumn,164,7,4.966,2,2,3.5,2.483,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2011,autumn,165,13,0.031,3,3,4.333333333333333,0.010333333333333333,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2011,autumn,192,6,4.555,1,1,6,4.555,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2011,autumn,193,25,11.596,2,2,12.5,5.798,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2011,autumn,197,22,31.035,3,3,7.333333333333333,10.345,LOPHIUS AMERICANUS,GOOSEFISH
01260,2011,autumn,205,1,0.074,1,1,1,0.074,SCOMBERESOX SAURUS,ATLANTIC SAURY
01260,2011,autumn,296,33,0.056,2,2,16.5,0.028,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01260,2011,autumn,301,78,28.444000000000003,3,3,26,9.481333333333334,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2011,autumn,305,0,7.753,1,1,0,7.753,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2011,autumn,306,1160,9.755,1,1,1160,9.755,PANDALUS BOREALIS,NORTHERN SHRIMP
01260,2011,autumn,312,1,0.099,1,1,1,0.099,CANCER BOREALIS,JONAH CRAB
01260,2011,autumn,401,8,0.34700000000000003,2,2,4,0.17350000000000002,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2011,autumn,502,7,1.686,3,3,2.3333333333333335,0.5619999999999999,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01260,2011,autumn,503,188,5.63,4,4,47,1.4075,LOLIGO PEALEII,LONGFIN SQUID
01260,2011,autumn,506,1,0.013,1,1,1,0.013,SEPIOLIDAE,BOBTAIL UNCL
01260,2011,autumn,998,0,8.836,4,4,0,2.209,TRASH SPECIES IN CATCH,TRASH
01260,2011,spring,001,3,0.21800000000000003,2,2,1.5,0.10900000000000001,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01260,2011,spring,015,49,73.935,4,4,12.25,18.48375,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2011,spring,023,9,28,4,4,2.25,7,LEUCORAJA OCELLATA,WINTER SKATE
01260,2011,spring,026,1,0.795,1,1,1,0.795,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2011,spring,027,19,1.946,3,3,6.333333333333333,0.6486666666666666,MALACORAJA SENTA,SMOOTH SKATE
01260,2011,spring,028,30,14.442,3,3,10,4.814,AMBLYRAJA RADIATA,THORNY SKATE
01260,2011,spring,032,138,16.314,4,4,34.5,4.0785,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2011,spring,033,61,4.363,3,3,20.333333333333332,1.4543333333333335,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2011,spring,034,5,0.318,2,2,2.5,0.159,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2011,spring,035,5,0.171,1,1,5,0.171,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2011,spring,072,1698,92.497,4,4,424.5,23.12425,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2011,spring,073,98,159.17000000000002,5,5,19.6,31.834000000000003,GADUS MORHUA,ATLANTIC COD
01260,2011,spring,074,90,46.313,4,4,22.5,11.57825,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2011,spring,075,16,40.33,2,2,8,20.165,POLLACHIUS VIRENS,POLLOCK
01260,2011,spring,076,14,3.069,3,3,4.666666666666667,1.023,UROPHYCIS TENUIS,WHITE HAKE
01260,2011,spring,077,464,85.41,3,3,154.66666666666666,28.47,UROPHYCIS CHUSS,RED HAKE
01260,2011,spring,083,24,0.5800000000000001,2,2,12,0.29000000000000004,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2011,spring,084,1,2.29,1,1,1,2.29,BROSME BROSME,CUSK
01260,2011,spring,102,404,65.444,5,5,80.8,13.0888,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2011,spring,104,71,16.980999999999998,4,4,17.75,4.2452499999999995,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2011,spring,105,80,20.648,3,3,26.666666666666668,6.882666666666666,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2011,spring,106,19,7.111,2,2,9.5,3.5555,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2011,spring,107,24,6.085,4,4,6,1.52125,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2011,spring,155,489,17.347,4,4,122.25,4.33675,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2011,spring,159,17,0.063,2,2,8.5,0.0315,ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL
01260,2011,spring,163,1519,347.171,2,2,759.5,173.5855,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2011,spring,164,13,13.118,5,5,2.6,2.6236,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2011,spring,165,4,0.02,3,3,1.3333333333333333,0.006666666666666667,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2011,spring,166,9,0.034,1,1,9,0.034,MYOXOCEPHALUS AENAEUS,GRUBBY
01260,2011,spring,181,2,0.056,1,1,2,0.056,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01260,2011,spring,182,4,0.09,2,2,2,0.045,LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY
01260,2011,spring,192,1,0.182,1,1,1,0.182,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2011,spring,193,37,7.346,5,5,7.4,1.4692,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2011,spring,197,15,18.329,4,4,3.75,4.58225,LOPHIUS AMERICANUS,GOOSEFISH
01260,2011,spring,229,2,0.002,1,1,2,0.002,MAUROLICUS WEITZMANI,WEITZMANS PEARLSIDES
01260,2011,spring,301,31,20.155,4,4,7.75,5.03875,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2011,spring,305,0,3.188,4,4,0,0.797,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2011,spring,312,2,0.273,2,2,1,0.1365,CANCER BOREALIS,JONAH CRAB
01260,2011,spring,401,4,0.306,3,3,1.3333333333333333,0.102,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2011,spring,506,1,0.008,1,1,1,0.008,SEPIOLIDAE,BOBTAIL UNCL
01260,2011,spring,512,3,0.052000000000000005,2,2,1.5,0.026000000000000002,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2011,spring,998,0,19.633,5,5,0,3.9265999999999996,TRASH SPECIES IN CATCH,TRASH
01260,2012,autumn,015,44,62.11,4,4,11,15.5275,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2012,autumn,022,2,2.312,1,1,2,2.312,DIPTURUS LAEVIS,BARNDOOR SKATE
01260,2012,autumn,023,91,117.425,3,3,30.333333333333332,39.141666666666666,LEUCORAJA OCELLATA,WINTER SKATE
01260,2012,autumn,026,42,22.121,6,6,7,3.686833333333333,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2012,autumn,028,5,2.913,1,1,5,2.913,AMBLYRAJA RADIATA,THORNY SKATE
01260,2012,autumn,032,588,58.736000000000004,6,6,98,9.789333333333333,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2012,autumn,033,176,25.445,6,6,29.333333333333332,4.240833333333334,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2012,autumn,034,100,13.913,4,4,25,3.47825,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2012,autumn,072,4700,308.368,5,5,940,61.6736,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2012,autumn,073,70,99.78,6,6,11.666666666666666,16.63,GADUS MORHUA,ATLANTIC COD
01260,2012,autumn,074,466,293.286,3,3,155.33333333333334,97.762,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2012,autumn,075,62,11.519,2,2,31,5.7595,POLLACHIUS VIRENS,POLLOCK
01260,2012,autumn,076,2,1.201,2,2,1,0.6005,UROPHYCIS TENUIS,WHITE HAKE
01260,2012,autumn,077,256,40.981,2,2,128,20.4905,UROPHYCIS CHUSS,RED HAKE
01260,2012,autumn,078,2,0.313,2,2,1,0.1565,UROPHYCIS REGIA,SPOTTED HAKE
01260,2012,autumn,083,11,0.589,2,2,5.5,0.2945,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2012,autumn,101,2,4.406,2,2,1,2.203,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01260,2012,autumn,102,534,78.531,4,4,133.5,19.63275,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2012,autumn,103,1,1.271,1,1,1,1.271,PARALICHTHYS DENTATUS,SUMMER FLOUNDER
01260,2012,autumn,104,17,2.633,4,4,4.25,0.65825,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2012,autumn,105,474,128.232,6,6,79,21.372,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2012,autumn,106,138,55.471000000000004,6,6,23,9.245166666666668,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2012,autumn,107,1,0.358,1,1,1,0.358,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2012,autumn,108,27,6.5649999999999995,5,5,5.4,1.313,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2012,autumn,116,1,0.001,1,1,1,0.001,SYNGNATHUS FUSCUS,NORTHERN PIPEFISH
01260,2012,autumn,121,1622,215.809,5,5,324.4,43.1618,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01260,2012,autumn,131,240,17.244,5,5,48,3.4488,PEPRILUS TRIACANTHUS,BUTTERFISH
01260,2012,autumn,141,2,0.016,1,1,2,0.016,CENTROPRISTIS STRIATA,BLACK SEA BASS
01260,2012,autumn,143,4,1.2269999999999999,2,2,2,0.6134999999999999,STENOTOMUS CHRYSOPS,SCUP
01260,2012,autumn,155,2,0.253,2,2,1,0.1265,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2012,autumn,163,109,21.28,6,6,18.166666666666668,3.546666666666667,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2012,autumn,164,2,2.3770000000000002,2,2,1,1.1885000000000001,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2012,autumn,165,3,0.006,2,2,1.5,0.003,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2012,autumn,168,1,0.043,1,1,1,0.043,CYCLOPTERUS LUMPUS,LUMPFISH
01260,2012,autumn,171,4,0.041,2,2,2,0.0205,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN
01260,2012,autumn,176,10,4.898,1,1,10,4.898,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2012,autumn,191,1,0.082,1,1,1,0.082,CRYPTACANTHODES MACULATUS,WRYMOUTH
01260,2012,autumn,193,5,2.176,3,3,1.6666666666666667,0.7253333333333334,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2012,autumn,197,7,13.120999999999999,3,3,2.3333333333333335,4.373666666666666,LOPHIUS AMERICANUS,GOOSEFISH
01260,2012,autumn,296,92,0.21599999999999997,2,2,46,0.10799999999999998,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01260,2012,autumn,299,1,0.001,1,1,1,0.001,PONTOPHILUS NORVEGICUS,NORWEGIAN SHRIMP
01260,2012,autumn,301,81,50.998,6,6,13.5,8.499666666666666,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2012,autumn,305,0,0.652,2,2,0,0.326,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2012,autumn,306,67,0.349,2,2,33.5,0.1745,PANDALUS BOREALIS,NORTHERN SHRIMP
01260,2012,autumn,312,2,0.614,2,2,1,0.307,CANCER BOREALIS,JONAH CRAB
01260,2012,autumn,313,7,0.14100000000000001,1,1,7,0.14100000000000001,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01260,2012,autumn,401,123,5.651,5,5,24.6,1.1301999999999999,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2012,autumn,502,13,0.069,1,1,13,0.069,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01260,2012,autumn,503,796,41.914,6,6,132.66666666666666,6.985666666666667,LOLIGO PEALEII,LONGFIN SQUID
01260,2012,autumn,512,2,0.054,2,2,1,0.027,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2012,autumn,998,0,12.684,6,6,0,2.114,TRASH SPECIES IN CATCH,TRASH
01260,2012,spring,001,1,0.231,1,1,1,0.231,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01260,2012,spring,015,6,15.243,4,4,1.5,3.81075,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2012,spring,023,81,86.769,6,6,13.5,14.461500000000001,LEUCORAJA OCELLATA,WINTER SKATE
01260,2012,spring,026,56,28.862000000000002,4,4,14,7.2155000000000005,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2012,spring,027,6,0.7879999999999999,2,2,3,0.39399999999999996,MALACORAJA SENTA,SMOOTH SKATE
01260,2012,spring,028,35,17.639,7,7,5,2.5198571428571426,AMBLYRAJA RADIATA,THORNY SKATE
01260,2012,spring,032,14072,1235.768,10,10,1407.2,123.5768,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2012,spring,033,2869,159.087,9,9,318.77777777777777,17.676333333333332,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2012,spring,034,34,2.317,4,4,8.5,0.57925,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2012,spring,035,205,33.046,5,5,41,6.6091999999999995,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2012,spring,072,4317,148.513,10,10,431.7,14.8513,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2012,spring,073,323,403.227,9,9,35.888888888888886,44.803,GADUS MORHUA,ATLANTIC COD
01260,2012,spring,074,203,93.15599999999999,8,8,25.375,11.644499999999999,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2012,spring,075,53,15.745999999999999,5,5,10.6,3.1491999999999996,POLLACHIUS VIRENS,POLLOCK
01260,2012,spring,076,6,2.073,2,2,3,1.0365,UROPHYCIS TENUIS,WHITE HAKE
01260,2012,spring,077,204,13.931,9,9,22.666666666666668,1.5478888888888889,UROPHYCIS CHUSS,RED HAKE
01260,2012,spring,083,17,0.7040000000000001,3,3,5.666666666666667,0.2346666666666667,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2012,spring,101,2,0.723,2,2,1,0.3615,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01260,2012,spring,102,846,91.199,9,9,94,10.133222222222223,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2012,spring,104,42,7.566,8,8,5.25,0.94575,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2012,spring,105,1095,311.219,8,8,136.875,38.902375,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2012,spring,106,453,123.288,8,8,56.625,15.411,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2012,spring,107,10,4.045,4,4,2.5,1.01125,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2012,spring,108,5,0.523,2,2,2.5,0.2615,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2012,spring,121,199,16.404999999999998,4,4,49.75,4.101249999999999,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01260,2012,spring,131,3,0.10999999999999999,2,2,1.5,0.05499999999999999,PEPRILUS TRIACANTHUS,BUTTERFISH
01260,2012,spring,155,2098,63.181,6,6,349.6666666666667,10.530166666666666,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2012,spring,161,15,0.074,2,2,7.5,0.037,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
01260,2012,spring,163,466,84.264,9,9,51.77777777777778,9.362666666666666,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2012,spring,164,36,32.007,6,6,6,5.334499999999999,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2012,spring,165,9,0.037,4,4,2.25,0.00925,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2012,spring,176,39,12.53,4,4,9.75,3.1325,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2012,spring,182,6,0.221,2,2,3,0.1105,LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY
01260,2012,spring,191,1,1.694,1,1,1,1.694,CRYPTACANTHODES MACULATUS,WRYMOUTH
01260,2012,spring,192,14,13.936,3,3,4.666666666666667,4.645333333333333,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2012,spring,193,55,16.013,8,8,6.875,2.001625,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2012,spring,197,17,5.221,5,5,3.4,1.0442,LOPHIUS AMERICANUS,GOOSEFISH
01260,2012,spring,292,0,0.028,1,1,0,0.028,PASIPHAEA MULTIDENTATA,PINK GLASS SHRIMP
01260,2012,spring,301,138,75.578,8,8,17.25,9.44725,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2012,spring,305,0,18.858999999999998,6,6,0,3.143166666666666,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2012,spring,312,9,1.428,5,5,1.8,0.28559999999999997,CANCER BOREALIS,JONAH CRAB
01260,2012,spring,313,11,1.366,5,5,2.2,0.2732,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01260,2012,spring,317,6,0.013000000000000001,2,2,3,0.006500000000000001,MAJIDAE,SPIDER CRAB UNCL
01260,2012,spring,324,3,0.998,3,3,1,0.33266666666666667,LITHODES MAJA,NORTHERN STONE CRAB
01260,2012,spring,401,35,1.491,6,6,5.833333333333333,0.24850000000000003,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2012,spring,503,48,0.876,6,6,8,0.146,LOLIGO PEALEII,LONGFIN SQUID
01260,2012,spring,512,13,0.308,6,6,2.1666666666666665,0.051333333333333335,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2012,spring,998,0,43.736,10,10,0,4.3736,TRASH SPECIES IN CATCH,TRASH
01260,2013,autumn,001,4,0.448,2,2,2,0.224,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01260,2013,autumn,015,4198,3050.004,6,6,699.6666666666666,508.334,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2013,autumn,022,1,1.347,1,1,1,1.347,DIPTURUS LAEVIS,BARNDOOR SKATE
01260,2013,autumn,023,17,11.917,2,2,8.5,5.9585,LEUCORAJA OCELLATA,WINTER SKATE
01260,2013,autumn,026,4,1.379,2,2,2,0.6895,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2013,autumn,027,26,6.205,3,3,8.666666666666666,2.0683333333333334,MALACORAJA SENTA,SMOOTH SKATE
01260,2013,autumn,028,29,8.319,5,5,5.8,1.6638000000000002,AMBLYRAJA RADIATA,THORNY SKATE
01260,2013,autumn,032,695,66.337,4,4,173.75,16.58425,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2013,autumn,033,59,11.975,4,4,14.75,2.99375,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2013,autumn,034,8,0.93,2,2,4,0.465,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2013,autumn,035,3,1.2229999999999999,2,2,1.5,0.6114999999999999,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2013,autumn,072,1286,199.65,6,6,214.33333333333334,33.275,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2013,autumn,073,94,108.589,5,5,18.8,21.7178,GADUS MORHUA,ATLANTIC COD
01260,2013,autumn,074,1158,495.01800000000003,5,5,231.6,99.0036,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2013,autumn,075,129,34.082,6,6,21.5,5.6803333333333335,POLLACHIUS VIRENS,POLLOCK
01260,2013,autumn,076,6,10.161999999999999,2,2,3,5.0809999999999995,UROPHYCIS TENUIS,WHITE HAKE
01260,2013,autumn,077,250,37.764,6,6,41.666666666666664,6.2940000000000005,UROPHYCIS CHUSS,RED HAKE
01260,2013,autumn,083,2,0.053,2,2,1,0.0265,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2013,autumn,084,1,0.65,1,1,1,0.65,BROSME BROSME,CUSK
01260,2013,autumn,102,113,12.572000000000001,5,5,22.6,2.5144,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2013,autumn,103,1,0.508,1,1,1,0.508,PARALICHTHYS DENTATUS,SUMMER FLOUNDER
01260,2013,autumn,104,31,5.786,3,3,10.333333333333334,1.9286666666666665,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
